playlist_id,playlist_name,playlist_img,playlist_owner_name,playlist_owner_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track.id,analysis_url,time_signature,added_at,is_local,primary_color,added_by.href,added_by.id,added_by.type,added_by.uri,added_by.external_urls.spotify,track.artists,track.available_markets,track.disc_number,track.duration_ms,track.episode,track.explicit,track.href,track.is_local,track.name,track.popularity,track.preview_url,track.track,track.track_number,track.type,track.uri,track.album.album_type,track.album.artists,track.album.available_markets,track.album.href,track.album.id,track.album.images,track.album.name,track.album.release_date,track.album.release_date_precision,track.album.total_tracks,track.album.type,track.album.uri,track.album.external_urls.spotify,track.external_ids.isrc,track.external_urls.spotify,video_thumbnail.url,key_name,mode_name,key_mode,spotifytitle,Song_title
44p9Ff4hJm7Rdnmwi11pvt,My playlist,https://mosaic.scdn.co/640/0f885c5a5820bafc054e380555d2acca8cf9c7581ebee0249c9431e47df9774b001511a7da096d123626db5e6f80cfa2f3375413e59abc36e27bd6d161a42320d8f6e8cdeb85c1ee96871fbb36a82ad4,Joel - Research Account,bpytj0hs8n7d0s63c418l5b1q,0.488,0.251,11,-12.351,1,0.0273,0.827,2.11e-5,0.242,0.575,99.639,32xfcxu2gKRVmDopzlmnUc,https://api.spotify.com/v1/audio-analysis/32xfcxu2gKRVmDopzlmnUc,4,2019-09-17T01:37:06Z,FALSE,NA,https://api.spotify.com/v1/users/bpytj0hs8n7d0s63c418l5b1q,bpytj0hs8n7d0s63c418l5b1q,user,spotify:user:bpytj0hs8n7d0s63c418l5b1q,https://open.spotify.com/user/bpytj0hs8n7d0s63c418l5b1q,
